hatespeech,index
وريحتو مالتفزة ويحكي عالتربية بالعكس,1
وزارء,0
وزارة,0
وزارة احداث صندوق مقاومة والحد تداعيات الاقتصادية والاجتماعية,0
وزارة الدفاع ولينا نحسو برمضان بلاصة جيش رانا داخلين سكرتونا مشاريعنا خلونا نخدمو فمة التسيب التزامات عايلات,0
وزارة الصناعة تلم المصنعين التقنية يشارك شنية الاولية الهازمة تسخير الطاقات لاستيراد,0
وزارة بائدة مخلفات سنين والن والسلب اعانك اعادة البناء,0
وزارة تصبح منين نعيشو تنسلو منين جانا تصرف ينقصولنا مالمعيشة ميتين بطبيعتنا,0
وزارة دفتر علاج,0
وزارة وتبيع خلسة وشعبها يعاني نعاونها يسرقونا بضخامة,0
وزراة الدخلية وزراة ارهابية البوليسة,1
وزيدوا خليوهم يجيو,1
وزيرة صحة,0
وسائل الحافلات اكتظاظ يكن لنقل عافانا عافاكم,0
وسائل كارثية,0
وستخص موارد الصندوق لدعم انتشار والحد تداعيات المستوى والاجتماعي,0
وسعد,1
وسفاااله,1
وسكرتو تلجوامع لقليلا القران قلوب انما تطمان القلوب,0
وسلمل نحلن لقمل,1
وسهر دارهم المهزله عاملها,1
وسوسن كثرولها مخكم الخماح اكبرو معقدين طفولة نتاعكم مصطوها وكانو معاود,1
وسيادتكم بالصمود والمقاومة ونظافة اليد والضمير نريدكم فنحن واقفين ويرحم انجبتكم,0
وسيدهم وديع المستويات والطحانه يمشيو,1
وشبيكم قصا مرءة مانع,1
وشذو ايصا لشبا,1
وشعب ههههههه,1
وشعب ويشفي,0
وشعبها والباجي لقحبة,1
وشغل بخطاب والكذب وقلة,1
وشنوا جديدا,0
وشهر مايجوش فيقوا وضعكم,1
وشوفو الخطورة,0
وصاحب اعطونا نعاونوكم,0
وصاحب معرفة,0
وصاحبة ومقنع تقنعك بالدور الهي متقمصتو,0
وصاخ وملا وملا انحنيت,1
وصافي,0
وصاووك كشاكشك طالعة وبطبيعة نهضتك,1
وصفاقس الطيف,0
وصلت اصابة بفيروس توفاو فيديو,0
وصلت اصابة لطفك,0
وصلت الحلات موتوفي معجزة قاعدين,0
وصلت حالة٠,0
وصلت دائرة,0
وصلت لتفاهات يهدي,1
وصلنا,0
وصلنا الجراة التطاول الاستهزاء شريعة الملاحدة باسم وصلنا الانحطاط,1
وصلنا للتلفزيون خيت,1
وصلنا مؤكدة,0
وصلوا,0
وصول جديده,0
وضيع,1
وطبق,0
وطبق صرامة,0
وطحا,1
وطحا وكذاب,1
وطحاحن,1
وطحان,1
وطربي متخلق معندوش قراء ورى,0
وطربي متخلق معندوش قراء ورى لميمه,0
وطز,1
وطفي زبي اناقش الكبول,1
وطنيتك الكريم بخير,0
وطول العمر,0
وطيا,1
وطيب والي,0
وطيب واليه,0
وظروف صعيبة شاء نتائج محمودة الاعتراف بالناس لازمة مجرد تنقل خلى عائلت لخطر بواجب نشكرو ونذكرو وزارة اطباء نحترمو نشكرو مرضين يمثلون نسبة وزارة تقنين عملةو عمال نظافة دوركم سيادة تشجيع تحفيز حمايت التوفيق شاء,0
وعاااااهرة,1
وعارضة الازياء السبع وتجار,0
وعاهرة,1
وعة,0
وعجبتني وبرافو,0
وعديم باتم وجميع تصرفات النذالة عملها والي ينرفز سكوت امينة,1
وعريانة,1
وعقلية فاسدة,1
وعلاش,1
وعلم وموزونموزونة,0
وعليه,0
وعليه رجلة وعجبني مايسترو,0
وعليها,0
وعليها تستاهل تجبدو مواضيع خماج وديننا بيهم دجيو وتقولوا تقولوا شنوما المصائب جاونا اجرنا خزي تاخذنا السفهاء,1
وعليها حكاية وثبات,0
وعمري تبعتلو,1
وعميل قطر حرقو لحليب الليله ومنجمش,1
وعنصري,1
وعيبا,1
وعيشه دورها,1
وعين جماعي,0
وعين وكد امونا تحفونا,0
وعيو فضلكم,0
وغالط نفسه,1
وغلطوك,1
وغناياتك يعجبوني شاء,0
وغناياتك يعجبوني شاء الهمن,0
وفات الماكورونا وجات,0
وفات نهيء التلميذ للامتحان مهزلة ناري,1
وفاتن,1
وفاسقين يتقنون اداب,1
وفاهم,0
وفايا واصابا لايمك تحدي,1
وفروخ,1
وفريق معاكهوالتوفيق شاء بخير,0
وفريقكهوان شاء دكم ونواياكم الصادقة ترزقون تلتفتوا نباح,0
وفساد,1
وفقكم,0
وفقكم والعافية الحكمة الاتحاد الوازين سكينة حدين تكن فتعصر شديدا فتكسر خاب استشار,0
وفقكم ويرضا لمصلحة,0
وفل والخرو نموذ الردي والمشج,1
وفلة وقلة والفسق والخروج طاعة نموذج الرديء والمشجع رقم للفساد,1
وفلو ملياردار بؤرةمو,1
وفى زازة نجلاء كرارز عبلا منال كاديريم المنقالة الكبوط اللمبوط برعاية خنار,1
وفيكم,0
وقاحت,1
وقانون,1
وقائد,0
وقة نخاليو ظاميرو رانا مز كيبداو يطيحو لاقدر,0
وقتك,0
وقتك الفاسقه,1
وقتكهو مطمئن,0
وقداكش اطول,0
وقدام,0
وقدوة الهي نفسهم ضعيفة,0
وقدوة للعباد نفسهم ضعيفة,0
وقديم,1
وقديمة,1
وقعنا ومجتمعنا يتفرجش,1
وقفتك يانبيل,0
وقفتلي زبي,1
وقفتوش الرحلات رغم بؤرة لفيروس واش,0
وقفصة محقورة والى تلفتولنا بجاه هيو متاعنا خلاكم برات بعثتوها لسوسة,1
وقفنا وربى اقدر واعدي الغسرة,0
وقلبو ابيض,0
وقلة,1
وقلة استرنا,1
وقلة الاحترام وتشجيع القحاب الزنا والخيانة,1
وقلة المشي,0
وقلة تربيه ووقاحه وفساد,1
وكب,1
وكتضاض,0
وكثرة عاهراتها,1
وكفاءة,0
وكلنا امرنا اليك الحكم حكمك نرفض بالسبسي يحارب اياتك بالسبسي,1
وكوميدي موه الخاصة تحبك وتعتبر والنتيجة التتويجات,0
وكيداهم,0
وكيلك,1
وكيما,1
وكيما هاني فالتوالات,1
ولاة قعدة قهوة الحومة واللعب البعض مالضيوف المستوى مملة المحتوى,1
ولاتعج,1
ولاحس,1
ولادة العلماء والخبراء الثقة اولانا ونلقاو المضاد,0
ولادي احكولنا,0
ولادي خليتو ميعاونش,0
ولادي مدون سجين كمليش قرايتو,0
ولادي واحمو متعملوش,0
ولازم المسؤولية القانونية,0
ولاعبتها تجرح وتحشرهم الزاوية علمانية,1
ولاقوة,0
ولاقوة ينتشر فشيء موزع ارحمنا واحسن خاتمتنا,0
ولالوح تواخير,0
ولامثالك,1
ولاه لايحشمو,1
ولاه ماسط اظحك,1
ولاوقت اللى شلكة اتلفزا تحااااااااااااااااااااااااااااااااااااول كبييير,1
ولاية,0
ولاية تكفل بالمجتمع متاعها بتحضير يستحقه مواد توزع المنازل والي تلقوه شارع خطية مالية,1
ولايحشموا,1
ولايهمك,0
ولتبرع لفائدة الصندوق تضع وزارة ذمة والمؤسات الوسائل,0
ولتونس,0
ولدة نحبك جبيتك,0
ولديك لكلب جمعيتك,1
ولشم وموزاني,1
ولطفي مواضيع رانا العائلة,1
ولعايلتك وتسكير المقاهي مالوش لازمة حمايتكهوبطلوا شريان كلينا سنين وقوف الكوشة تبطل بالقواند ونحوا التصعصيع وتسكير,0
ولعنه مسطك,1
ولعيب والمسرح يعنييك يعنييك يعنييك,1
ولقيتول,1
ولله اعضم,0
ولله منور,0
وله اعضم,0
وله محلاهم الايمات ومحلاها لمت خطاب عالباب ديمة يحن للقديم,0
وله يابشير بجاه جدها وله قلها معتيش تحدثي تدخلي تفاصيله يافاجرة ياكافرة ياملحدة وله اتحشم,1
وليبارك,0
وليتو زبي عدكم القحاب وعلاه الدزيرية الزبور,1
وليدي نقش,1
وليست مثالا لنساء,1
ولينا مهزلة يسمى بنور شيبة يفتي القضاة منين عنه بالقضاء,1
وليود واشبا وتيوس كرة القدم,0
ولييييد نحبك حبيتك,0
وماذا اطار جهوي مستهتار,1
ومازال العروسات لوج,0
وماساخ ماساخ,1
وماستا,1
وماسيت محققومش جابوه,1
وماشاء عسل,0
وماطبفناش تجول,0
وماكش,1
ومالي واخوا والاسلامي بالاحر واصب لاسياد الفاطمي النبي اوطا والامرا الاسرائيلي,1
وماي,0
ومايرشفها لحد,0
ومبلد ضيوفك,1
ومتالق,0
ومتالق دائما ياسمير ياوافي,0
ومتخرجوش بخير,0
ومتخلف ومقل حيه قديش متروبي,1
ومتخلق اغنيه مزود يوفقو طريقو,0
ومتخلق مزود يوفقو طريقو,0
ومتواضع الاحترام والتقدير جزيلا,0
ومثل,1
ومحترم,0
ومحتشم فنانين,0
ومحلا اميمة,0
ومحلاا ملخر,0
ومحلاك سى لطفى,0
ومرتزقة وكهان ودجالين ومماليك الخليج ومنشطي الخنزيرة واخواتها ظهرت فضائحهم والامة والاسلامية العريفي بالاحرى فقد عقله واصبح يهذي مزطول يجود تجويد وقراءة القران الكريم سورة التفاح ويقصد سورة المائدةخيبك لاسيادك ونزواتك وشهواتك وكذلك القرضاوي لجهاز المخابرات المصري ومشعوذ يلهث غرائزه الحيوانية داعية يفتي قتلها فجامع الازهر رغم انه شيد الفاطميين التقوى خاتم النبيين والمرسلين الاجيال الاخيرة خريجيه اصبحوا وتجار يحرضون البعض وتدمير اوطانهم بايديهم والعمل التفرقة بينهم والتشكيك وتحريف وتفسير القران الكريم هواهم الملوك والامراء ليكرهوا القاعدة وداعش وجبهة النصرة الاسرائيلية والجماعات الارهابية,1
ومرضي,1
ومركو,1
ومركو يستاهل كفوف,1
ومرمزو,1
ومساط,1
ومساطت,1
ومستك ميلزموش,1
ومستوى ثقافة,1
ومستوى ثقافة يالا,1
ومسط,1
ومسطك مواد تحمل وتخبي,0
ومسطها محملتهاش كرهتها,1
ومسكتش بجد ولازم نتمسكو ايمانا,0
ومسكتش برررررافو بجد هدا ولازم نتمسكو ايمانا,0
ومشينا,0
ومصتكم باله النتنة,1
ومعاك,0
ومعانا بنيت,0
ومعلم نتصورك,0
ومغرورة وجحشة بلغالط,1
ومقدم عللى يزينا رانا الرجاء قراءة التعليق,1
ومقدم يزينا رانا الرجاء قراءة التعليق,1
ومكش انسانة منين جيتونا خمجتوها بالخماج,1
وملا,0
وملا تخلف الهى يستا بارونات الفرينة والسميد وشوية الجراثيم الهى اثارة الاشاعات ومثلث بالغلاء يعيشنا سنين والدليل القمح السنة الهى طيش والزيت الهى طيش غليتو ازمة وتعدى الاولى,0
وملا تفهة,1
وملا قفراشي,1
وملا وهرة لماكياج بدلك,0
وممسط,1
وممسطها محملتهاش كرهتها,1
وممصتكم النتنة,1
ومنحطة ووسخة تفهم وخاسرة منسوبة,1
ومنضرك اطحين تفيه,1
ومنك,0
وموت ابيض وجراد وجراد كالدم فاما الاحمر فبالسيف واما فالطاعون,0
ومؤسا ايديولوجي,1
ومؤمنة الايمان اتعرات واصبح الايمان باعيونا,0
ومينشروش,0
وناشط الزير المتكي,0
ونتابع باول برفو,0
ونتظ,1
ونتوما ترهجو وتاكلو جاتكم ماقدرتوش الماكلة ماعليش يزيدكم ياتافهين الصايمين,1
ونتي فننانين اشرفو,0
ونحمد,0
ونخبة,1
ونزي مكف بلاستيك تابوت ينبع,1
ونزي يتحو الترا والبلاستي,1
ونصاب,1
ونطلب والاخبار الصادقة وزارة,0
ونعل قصبا وائي,1
ونعمة,0
ونعمل وكيل,1
ونقولو لقحاب البوز,1
ونقولو لقحاب البووز,1
ونكونو الحود,1
ونيسي,1
وهاك الديوث ديلو الطحان,1
وهاو برجك كيما برجي وييييييييييييييي,0
وهدرة وحراسة ومال ومستواه الفصالة ويسهر كباريه بدورو ويلوج هك وهك,1
وهرا,0
وهرة,0
وهرة برااااااااااااافو,0
وهرة رزانة,0
وهرة زيييد صويت علييييك,0
وهرة فصاحة اقناع,0
وهرتو وحدها مشيخنا لمعلم,0
وهف,1
وهف المكم,1
وهف تربيتو غندفير خرى,1
وهف فصاله منعرفها عرفتها انها ملهط عالمثليه بقله دماغك مثليه جنسيه,1
وهف فصاله منعرفها عرفتها انها ملهط عالمثليه ههههههه بقله دماغك مثليه جنسيه,1
وهف يهزك,1
وهما فى امخاخهم ودمهم يجرى الطحين,1
وهي انيقة ورشيقة تنجحة خدمتها,0
وهي تهز,1
ووحدك الوهرة اللبلابي يسمن,0
ووساخ رقعد نتونا,1
وولدها,0
ووليد,0
ووه ماسيت وثماره ومخو,1
ووه مامستو,1
ووه ممصطها خيت,1
ووه ياتوفيق الاعادة السماح تمثلها امافي للبلاتو يامهرج مهرج,1
وووه فكرتني ابحث تستخايل الهدرة العزيزة معليك والسفاهة مستوياتتت مخاخ,1
وووه ممستو هالكذا,1
ووووه عيفتني يزوغب الانسانية فمها,1
ووووه كرهتو,1
وووووووو,1
ووووووووه ممستو هالكازي,1
ووووووووو اجملك,0
وياسر,0
وياسر متالقة تكملي,0
ويافساد,0
وياكذاب هكي يكذاب يوسخ يمعفن يخامر احني اغبياء يبلاد ويفطارين رمضانه احنيه مسمينكم الدعاره وبناتكم رخاص,1
ويبعد,0
ويتحمل مسوليتها انتشار تحمل مسوليتها تجهيز,0
ويجلي الغمة الانسانية جمعاء,0
ويحفض ويحفضنا,0
ويحفضنا,0
ويحفضهم ويحفضنا طلتف,0
ويحفظ ويشفي ويعافي,0
ويحفظك شاء,0
ويحفظنا,0
ويحفظنا سوء,0
ويحكي العاهرة,1
ويحمي,0
ويحمي البلدان والعالمية وامة سيدنا صلى ونشاءل مايقدرلنا,0
ويحمينا,0
ويحيا ناجي وزبر,0
ويرحم الميمة جابتك,0
ويرفع,0
ويستر,0
ويستر عبادة,0
ويسترنا,0
ويسد خطاكم,0
ويسر حيت تصفيق قوية التصعينات,1
ويسقط,0
ويشدكم بصحة البدن ويجازيكم,0
ويصفون اليساري الحداثي,1
ويعاملنا وعفو,0
ويعجبني يصارح تلقائية,0
ويعجبوني معهم وبرفو,0
ﻭﻳﻌﺪﻱ ﻛﺎﻥ ﻓﻲ ﺍﻟﻔﺴﺎﺩ ﻓﺎﺳﺪ ﻭﺍﻟﻠﻪ ﻟﻌﻈﻴﻢ ﻻ,1
ويعطيك,0
ويعفو,0
ويفرجها,0
ويقدر,0
ويكون الاحترام والتقدير,0
ويكون وينصركم وكيما اجدادنا تدوم غمة,0
ويلطف بلعباد والمسلمين,0
ويلطف يحاول اعانة طريقة,0
وينش,1
ويني,0
ويوز,1
ويوف تفضضضضضضضضض,1
ويولي زوالي,0
ىا وكن المراهقة,1
ىالحرام الحكية تسكان قرب نهج سبخ فضحتنا الخمج,1
ىبارك,0
ىبثا,1
يا خرا كدكش انسان صاقط,1
يا رخيص برا نيك,1
يا كلب ,1
يا لحاس ,1
يا منيكين يا اغبياء شنوا هل المستوا,1
يااا ومبلدك قداكشي ومختلف بلاسطك,1
ياااا,0
ياااااا,1
يااااااااا قحبة لتتفرج هالبرنامج لقحب,1
يااااااااااااااااسر ماستة وتفها عالخير وماجيت,1
يااااااااسر هههههههههه,0
يااااااسر ماسط لمحمد الجبالي وبندرمان يخفف,1
ياااااسر سطحي حاصيلو,1
ياااااميمتي مامسطو المنشط مايصلح وثائقي واكهو الدخلاوي,1
ياااازبي الحشواااات,1
يااااسر مقبولة,0
ياااسسسررر مضروبة روحههههااا للاااا نقلها لباسسسسس,1
يااجمل احلى,0
يااسر مضروبة نقلها,1
يااكبر قفاف الجمهورية,1
يابابا,0
يابغول,1
يابلبل ماسكات ومواد وخاصة عفاطة,0
يابنتي تكح,0
يابندرمان مهياش كوريي برجالها ونساها حالها والصومال واليمن دفعت ارواحها مقابل تنعم بالامن والامان وتقعد بلاطو وتبدا الريق لبارد وينك لعماري مسكتوش,1
يات,1
يات لعود لسلطة,1
ياتجيب بابوشتك اخبر بطتي,0
ياتو,1
ياتوانسه باله فيقوا فيقوا انقلاب هالكلاب,1
ياتوانسه فيقوا فيقوا انقلاب هالكلاب,1
ياتونسا تقفل فمها وله كافره المراه بكلها عوراء تعكسي موصيبه تمضغ,1
ياتينا,1
ياجبل,0
ياجحش,1
ياجرذا مثلي والاضاء,1
ياجزايري لمسخ يالقيط لاتعم وصيمو ياكلب انافي فرانساء جزايرين صحة متعملوش وتعايرو باكملها الباهي والخايب بلاصة ويزو,1
ياجزائرين قاطعوا لانريد تربيح اليهود,1
ياجعانين مرامكش الكرش حملت,1
ياجليل ردباك قليبك,0
ياجماعة ارئيس قلك لعشية التجوال وغالط التجوال يتراجع السادسة الهازم وروح نخاف ونحصرو امسيب بالكراسي والكيران والنقل بسيفة مكتظة بتبيعة انتضار صوتي لرئيس,0
ياجمل احلى,0
ياح,1
ياح المبرمج ماسيت,1
ياح ندب كانتو تحرقو لعسل,0
ياحسره فرحت كريتو,0
ياحمار,1
ياحيوانا,1
ياحيونا الياور,1
ياحيونات,1
ياخامج يمسخ جبتك,1
ياخبيث ياملحد,1
ياخذكم مقتدر,1
ياخذوا غناياتو بالعين,0
ياخذوا قرارات رانا بالعصى,0
ياخذوا قرارات رانا نفهموش بالعصى,0
ياخريج وصاحب قضايا تبيض الاموال والقضايا الاخلاقية,0
ياخساره بناتنا ثقافتهم ظعيفة,1
ياخو قرارات تساعد,0
ياخو ويروح لدارو يحمي ويحمي غيرو,0
ياخوي,0
ياخويا,0
ياخويا السماح وتافه,1
ياخويا مرمدتنا بالتواضع,0
ياخويا ياخويا الانبطاحية والتفاهة وملا ثقافة يحملها,1
ياخويا ياخويا الانبطاحية والتفاهة وملا ثقافة يحملها بف,1
ياد,1
يادزيري فيديواتكم القبايل والدزيرية ميصوموش تولهو,1
يادكتور التجهيز احرص تسليمه لجيش لابعاده الاتحاد عايثين الصبيطار القديم,0
يادكتور مهياش ياليت تقدمو حلول,0
ياربى,1
يارقارة والثعلب قمة التفاهة والانحطاط والمساطة والميوعة يسوفري البطالة والبرد تستهبل نتمنى لشعب هجة لدنمارك المنارك,1
يارها صرمك ميبون,1
ياريت مثلهن فيهن حافظن ابوهن عليهن ويرزقهن الذرية الصالحة,0
ياريت هاجر وهند فيهن كله حافظن ابوهن عليهن ويرزقهن الذرية الصالحة,0
ياريت يعملوا لمساجين,0
يازحي حومتي يسمعو الكرونة يمشو يطلو اغلبيتنا يرقدو بالمنوم الماكلة يشحاب الفجعة وانتي وبرة,0
يازحي حومتي يسمعو الكرونة يمشو يطلو الهطف اغلبيتنا يرقدو بالمنوم الماكلة يشحاب الفجعة وانتي وبرة,0
يازينة يلحنينة,0
ياسامية يابنت وياه وقناة الشلاكة وخوه هاكة لموشم وصاحب لحجامة للفرخ حتاش لمفيدة وهيا وهيا تصيح وتنبح الكلبة والشعب الابله يستنى ماله وماله وماله تتمنيك لاتربحكم اخرة تفرحكم بجاه هالشهر يراكم لمصيبة ياهمال ياجرذان يراكم يضربكم ممثلين ومخرجين ومصورين وجماعة المكياج والاضاءة ساهم هالعمل,1
ياسبسي ياكافر باله تدوم يدوم وفرض وسنة النبي الكريم تدوم وانشاء ساورث ورثي بشرع وريني ياعميل الصهاينة,1
ياسترن مرظ الكرونا,0
ياسز,0
ياسف,1
ياسفبرنامج منحطسؤال مفهمتش متنقبة تشطح,1
ياسفي,0
ياسمير فقد الصلوحية بطرية اوفات وسمير وافي الانك موضوعية سقطت الردائة,1
ياسيدي اسبلاه الحكم بالعدل,1
ياسين,0
ياسين حاليا,0
ياسين شاء الاقحاب ميا مبونة عصبة لبجبوج,1
ياسين وهذي لتومثل نساء عجوز وقحبة,1
ياشبة النارواش بقالك يحمى تموتي تشوفي وتش يصرالكاله ويبعدهم,1
ياشكيب اطيح,1
ياشكيب اعلاش ديمة تغزل,1
ياشلايك هاكا يابهايم,1
ياشيطان,1
ياصتار تصتر,0
ياصحافة الصرف مائدة مستديرة مربعة مكعبة وقولوا لبوش ويتانياهو العينين ارهابيان يااعداء الهلماذا المسكين يخضع لاستجواب عقولكم الخبيثة يااعداء,0
ياصير,1
ياطحا القحب ياطحا,1
ياطحا قحبة,1
ياطف,0
ياعلاء,0
ياعلاء الخيرية شاء,0
ياعلاء الخيرية شاء لاهله,0
ياغبيا,1
يافار لحبس عبيثة نعن ياطحان قحبة,1
يافاشل,1
يافرتاس فتونس,0
يافساد,1
يافشلام مناكهو ياكاذبي,1
يافوزي,1
ياقحب لشومبر الاوربي والخليجي قحبك قحب,1
ياقحبة يامرذخ يامقعورة يافج ياعاهرة ياشذة ياطحانة يامبونة يامتاع الهيشتك بيشتك ياملقطة وزك يخرى ياوسخة,1
ياقع,0
ياقواد يابربري ياجاهل اتفو يابربري والتوانسة ياقواد يازمزاك,1
ياك,1
ياكاراكوز تفوە,1
ياكافر,1
ياكافر يحشرك لهب جهنم,1
ياكافون ماعدش,1
ياكفار يامنفقين يامجعة كرف,1
ياكلاب,1
ياكلاب يمتع هاك البلايص ,1
ياكلب,1
ياكلب الاعلى القران الكريم دستورك,1
ياكلب تفوا يانجس ياجرذ ياكلاب الصلبين,1
ياكلب ياكاراكوز تفوە لعار ولكلب اكاك تفوە,1
ياكلب ياكاراكوز تفوە لعار ولكلب اكاك تفوەە,1
ياكلب يمجاهر باكل يكفيهم انهم حافض لكتاب ويحرم ياعرة يامرحاض الاوربيين استفدتم الالحاد والجوع وكالين لهريسة,1
ياكلو الخفاش,0
يالا لقت مضاد علاج لقاح الهيل شدلنا,0
يالاطييييف تلطف هالقناة لمسخة توب وارجع الربي وعارفة اهبت صاعقة الخامجة ماتجيب فالواطي وخوه داوي وهاك انشاءالله موضوع يحكيه بينو ولى يتحكى الملء بدون,1
يالطفي المثلبين رانا,1
يالطفي مكش ياوجه العصبۃ,1
يالطيف,0
يالطيف الحملة تالي,0
يالقي,1
يالمرحو,1
ياليت الوطنين المنكوبة والتواضع ماتا لايستغرب,0
ياماما,0
يامتخلف يقودنكم لجنة بالسلاسل يابهايم ياجهال,1
يامتخلف يقودنكم للجنة بالسلاسل يابهايم ياجهال,1
يامر يهد,0
يامر يهدد,1
يامرتزقة ياخونة يادياثة عهرات,1
يامرحبا مرحبا,0
يامعذبهم,0
يامعلام ياعجبني برشاء,0
يامعلم,0
ياميمتي مامسطو المنشط مايصلح وثائقي واكهو الدخلاوي,1
ياوخيتي مسطها,1
ياوخيتي ممسطهاااا,1
ياوليد اتبرك,0
ياوليد اتبركالله,0
ياوليد مثلتنا وخروجك ماتبقي,0
يايت تتمنيكو جراير وانتومة تستفزو,1
يباركلكهويخف,0
يباركلنا,0
يباركلو قصرا الجنة,0
يباركلو يتكفلو بتج يز,0
يبان فرنساوي نقولو,1
يبث البلبلة,0
يبث الخمج معناها صايم تحاول يبطل صيامك تصلي القران غريبة,1
يبدلو اسمو المضمون سموه والعار قنات مثلى تستدعي,1
يبدى شبابها متالق,0
يبدى يستنى تجيو تعطيونا الارقام ماتطمنش نهارين,1
يبرد عالقلب هالنخبة المثقفة يدخلوا بكبيرها وصغيرها لجمعية,0
يبعدو يزونا,0
يبعدو يزونا الجهل,0
يبقا شتعمل,0
يبقوا,0
يبقي,0
يبقي الهمزيد تطبيق الزجري فحماية قصوى,0
يبقي سترو يخرجنا سالمين,0
يبقي مكي,0
يبيعوش وصلت,0
يتاك,1
يتام ارجي,1
يتبرع بمليار لدولة,0
يتبرعو,0
يتبعوك يقولش ترحملكم معروفة المزرس الخمج,1
يتبعون,1
يتثقف,0
يتجمعوا لمصلحة ويتركوا الخلفيات,0
يتحسن واصلو ردبالك يغلبك لطفيدافع,0
يتحلش,0
يتردش,0
يترك الحثالى ويختار المتطور انتشار رهيب المانيا وفرنسا وامريكا وروسيا لاسلام,1
يترك الحثالى ينسل ويخرج بلدان التخلف والفقر والجهل ويختار المتطور انتشار رهيب المانيا وفرنسا وامريكا وروسيا لاسلام,1
يتزبر,1
يتصكر اطارات والداخلية والدفاع لبقية ديار,0
يتعز تكالي,1
يتعزو,1
يتعلق بتاجيل سداد اقساط,0
يتعلم,0
يتعوض امكسب الموارد,0
يتقر ماسط,1
يتقطع,0
يتقلقو,0
يتلع المسيح الدجال,0
يتمتعو تاجيل يتمتعو بتاجيل قسط يتمتع بالتاجيل تاجلو يتنقلوا القرض قسط بتاريخ,0
يتمحقوا اوباش,1
يتمد لانتصا,1
يتمرد ناوية,0
يتمقعر,1
يتناك,1
يتنقلوا لخدمة حضرالتجوال وارواح تعوضش,0
يتنك,1
يتهظمش,1
يتهنو يقضو,0
يتونسي يكذاب يبلاد وشحاتين حني ليبين واحسن بمليون مره ماعندكم ربعه,1
يتيتم,1
يثبت اجركهويجازيك,0
يثبتك باتم معني وتونسمستحقة,0
يثمن ودات ويبارك مسعاكم,0
يجازي,0
يجازي يعلي درجت,0
يجازيكم,0
يجبولنا جرثومة يهلكهم,1
يجعلك,0
يجعلو ميزان حسناتك,0
يجيبلك لبيرو حويجة بشوية,0
يجيبوا,1
يجيش نضحكو حبيتهاش بجاه ماسط,1
يجيني يتيم نعاونو,0
يحاب فى واليوم ابى يحارب فى,0
يحارب وقلة يامعلم,1
يحاسبك اللتراويج لينز شاء,1
يحاسبك لترواج لاينز شاء,1
يحاسبني نصدق خنت الامانة حطيت يدك حركة صبعي نقصوا نصوتلك,0
يحباني ندب نبرد القايلا,0
يحبك اكرم لحيتك بيدك وانسحب الساحة الاخلاق متخلق العبارات المناسبة الجمهور والعايلات بالاخص,1
يحبك سيبق يحبك اميرة كلنا نحبك تبتسم تنظر داالك سيقترب يسعد رغم يسعدك ينجحك,0
يحبكهو سيبق يحبك اميرة كلنا نحبك تبتسم تنظر دالك سيقترب يسعد رغم يسعدكهو ينجحك,0
يحترمش,1
يحترمش اضيف ومقدم ومتفرج وهيز ويخرج قضوا تلميذ استاده وصحابه ويليدرة,1
يحترمش اضيوف,1
يحرسك الغيرة والحسدالذي يتطور وتلفيق,0
يحسبك لتراوج لينس شاء,1
يحشرك معها مرتدة,1
يحشرك ونعتلك لحرية,1
ﻳﺤﺸﻢ ﻋﻠﻲ ﺭﻭﺣﻮ ﻋﺎﻳﻠﺔ ﻣﻠﻤﻮﻣﻚ ﻭﺍﻧﺘﻲ ﺗﻮﺭﻱ ﻛﺎﻥ,1
يحشموا يجعروا معناها فرحان بطلة تفوووووووووووه خماج,1
يحشي قمل لاف طربوشه بوزقليف,1
يحطوه يخدمها فاهم اللعبة ملييييح الصميم عكس,0
يحفضكم,0
يحفضكهو,0
يحفضكهو العالمين,0
يحفضلك جمالك,0
يحفضهم شاء محلاهم,0
يحفط امنورين يحميكم,0
يحفطك,0
يحفظكم,0
يحفظكم ابطال,0
يحفظكم الاحترام والتقدير,0
يحفظكم الحساد,0
يحفظكم سوء اعانكم لاجتياز,0
يحفظكم شاء,0
يحفظكم شاء اقكم يمشوش عالفارغ,0
يحفظكم وادتك,0
يحفظكم وانشاء يخذلكش يلتزمون,0
يحفظكم وسلك,0
يحفظكم ويباركم,0
يحفظكم ويحميكم ويوفقكم لشعب ولوطن,0
يحفظكم يجزيكم,0
يحفظكم يستركم,0
يحفظكم يعينكم,0
يحفظنا,0
يحفظنا سوء العقل,0
يحفظنا سوء ويبارك,0
يحفظنا شاء الجنرال,0
يحفظنا ويحفظكم سؤ شاء خوتنا,0
يحفظنا ويسترنا العالمين,0
يحفظنا ويقدر,0
يحفظنا ويلطف,0
يحكوا,0
يحكى يرمى هكاكة رايو بسطوكية يستاهل بلعمل لعرق ملغصرة يمروح,1
يحلكم,1
يحلها رانا,0
يحلون الكورونة,0
يحمد خماش عروس قعدة تمكمكو,0
يحمي,0
يحمي الامراض الاحزاب,0
يحمي الزين الاسمر وحدو,0
يحمي الطاقم,0
يحمي بالبقاء,0
يحمي بلاذنا وجميع محمذ الصلاة العالمين,0
يحمي مومن,0
يحمي والطف,0
يحمي والمسلمات والمؤمنين والمؤمنات العالمين والصلاة المرسلين والحمد العالمين,0
يحمي ويحفظ سوء,0
يحمي ويحفظنا العالمين,0
يحمي ويعفي يسعدكم ويحميكم ويحفضكم,0
يحمي ويلطف,0
